200 18000
167 124 8
172 157 9
113 148 10
99 153 1
38 119 2
69 64 3
34 174 4
112 184 5
16 118 6
177 137 7
172 118 8
104 143 9
21 48 10
155 196 1
11 186 2
88 122 3
32 117 4
47 147 5
84 187 6
126 176 7
72 154 8
191 196 9
97 138 10
185 200 1
90 111 2
123 140 3
56 169 4
1 176 5
159 199 6
5 174 7
36 111 8
29 129 9
174 130 10
146 67 1
126 10 2
187 11 3
79 132 4
188 54 5
84 160 6
83 127 7
53 194 8
126 44 9
197 172 10
155 127 1
52 97 2
22 145 3
42 13 4
23 123 5
86 28 6
155 58 7
53 111 8
6 38 9
121 190 10
79 195 1
148 13 2
112 72 3
134 34 4
200 91 5
52 91 6
143 138 7
15 117 8
79 70 9
16 81 10
84 167 1
39 130 2
140 81 3
81 182 4
21 98 5
100 95 6
187 195 7
161 113 8
23 91 9
71 179 10
115 170 1
73 176 2
134 115 3
14 57 4
146 60 5
108 195 6
185 80 7
40 92 8
121 62 9
90 129 10
63 50 1
49 188 2
79 44 3
22 192 4
188 65 5
184 65 6
45 38 7
185 166 8
47 86 9
16 89 10
143 173 1
35 178 2
37 107 3
178 186 4
54 139 5
144 78 6
126 75 7
161 73 8
125 40 9
1 58 10
144 32 1
15 197 2
134 167 3
53 89 4
69 195 5
72 69 6
56 196 7
108 56 8
53 92 9
72 159 10
122 29 1
81 173 2
109 163 3
138 183 4
133 55 5
126 189 6
104 139 7
83 61 8
43 77 9
89 168 10
97 145 1
17 11 2
5 154 3
59 193 4
71 86 5
39 136 6
3 9 7
51 143 8
195 167 9
122 27 10
103 124 1
39 151 2
55 20 3
113 176 4
121 176 5
82 38 6
25 168 7
191 58 8
135 81 9
16 170 10
16 173 1
45 86 2
143 176 3
2 70 4
189 48 5
199 129 6
175 26 7
32 164 8
36 76 9
121 116 10
142 54 1
132 153 2
47 10 3
59 163 4
116 107 5
114 151 6
187 128 7
24 95 8
150 122 9
59 55 10
132 127 1
14 128 2
146 22 3
3 141 4
82 89 5
18 166 6
39 176 7
34 131 8
21 20 9
10 60 10
105 7 1
35 156 2
46 26 3
172 42 4
144 13 5
135 95 6
189 27 7
88 174 8
109 59 9
146 118 10
152 70 1
22 105 2
22 150 3
73 60 4
134 63 5
11 148 6
8 87 7
58 148 8
21 122 9
108 67 10
177 90 1
112 171 2
81 30 3
17 54 4
56 194 5
73 156 6
148 150 7
57 98 8
53 130 9
112 70 10
159 149 1
89 119 2
84 100 3
108 158 4
114 54 5
117 186 6
133 156 7
94 38 8
164 107 9
134 39 10
33 166 1
123 20 2
44 180 3
172 162 4
48 30 5
55 42 6
189 131 7
85 180 8
140 190 9
14 184 10
9 173 1
45 135 2
67 2 3
7 154 4
111 183 5
54 153 6
42 190 7
35 30 8
104 33 9
51 189 10
157 13 1
10 62 2
3 92 3
3 169 4
93 16 5
187 54 6
194 90 7
189 198 8
7 142 9
45 160 10
58 30 1
90 122 2
116 18 3
72 180 4
167 100 5
84 73 6
88 29 7
128 183 8
74 181 9
110 174 10
112 132 1
52 157 2
166 165 3
123 81 4
197 113 5
125 115 6
12 102 7
124 64 8
196 101 9
122 64 10
14 53 1
96 35 2
60 120 3
33 193 4
144 20 5
200 113 6
56 88 7
94 142 8
25 173 9
115 120 10
7 124 1
133 173 2
152 56 3
7 181 4
42 95 5
116 13 6
185 128 7
197 140 8
150 111 9
96 143 10
93 18 1
103 65 2
102 159 3
133 54 4
113 166 5
106 149 6
189 58 7
116 154 8
128 165 9
113 65 10
150 124 1
50 46 2
187 148 3
89 114 4
58 198 5
72 92 6
113 48 7
112 163 8
3 177 9
119 100 10
152 75 1
69 149 2
55 76 3
105 95 4
36 187 5
189 9 6
41 168 7
75 147 8
191 9 9
108 55 10
119 31 1
37 62 2
63 150 3
51 80 4
145 38 5
185 105 6
179 59 7
193 4 8
56 64 9
125 181 10
106 42 1
163 156 2
44 119 3
123 69 4
86 169 5
6 93 6
110 182 7
105 89 8
32 124 9
200 119 10
24 188 1
94 26 2
6 186 3
188 32 4
48 167 5
94 73 6
113 120 7
146 58 8
23 177 9
140 133 10
143 174 1
74 153 2
8 42 3
47 36 4
67 145 5
185 59 6
35 171 7
32 92 8
81 136 9
155 104 10
14 196 1
67 180 2
51 151 3
113 180 4
89 178 5
45 110 6
126 166 7
21 178 8
44 42 9
94 140 10
151 130 1
52 151 2
183 65 3
103 157 4
19 139 5
24 180 6
96 33 7
3 40 8
52 81 9
3 47 10
140 176 1
94 105 2
43 97 3
69 79 4
69 188 5
171 159 6
74 137 7
106 92 8
194 32 9
12 78 10
58 181 1
80 156 2
125 149 3
22 115 4
184 118 5
87 106 6
175 149 7
116 54 8
12 164 9
37 124 10
135 64 1
45 114 2
70 60 3
43 83 4
15 29 5
146 50 6
6 113 7
72 33 8
68 189 9
16 103 10
142 31 1
51 139 2
18 57 3
184 167 4
43 68 5
17 181 6
115 195 7
147 95 8
3 66 9
33 122 10
142 159 1
22 127 2
196 4 3
68 181 4
71 136 5
189 40 6
149 120 7
168 169 8
5 131 9
45 150 10
196 199 1
191 64 2
49 157 3
22 157 4
25 54 5
85 105 6
155 124 7
115 40 8
83 16 9
50 107 10
140 151 1
151 139 2
146 93 3
144 154 4
23 86 5
104 167 6
159 95 7
6 81 8
158 48 9
134 88 10
61 137 1
93 80 2
142 157 3
77 120 4
196 128 5
43 9 6
43 152 7
9 130 8
85 191 9
19 76 10
10 113 1
125 17 2
178 139 3
94 58 4
94 158 5
22 39 6
81 148 7
142 182 8
32 190 9
68 72 10
45 143 1
51 159 2
160 60 3
125 6 4
69 137 5
68 38 6
94 134 7
57 59 8
37 32 9
52 127 10
33 102 1
37 154 2
126 165 3
33 154 4
62 113 5
161 102 6
61 78 7
142 42 8
174 91 9
16 157 10
123 29 1
126 21 2
53 87 3
25 176 4
61 38 5
56 165 6
55 33 7
158 111 8
48 65 9
123 70 10
94 90 1
106 48 2
33 40 3
90 173 4
158 162 5
102 75 6
86 17 7
128 129 8
43 178 9
41 91 10
43 63 1
115 193 2
198 130 3
190 95 4
5 111 5
53 90 6
59 156 7
36 138 8
14 178 9
23 8 10
96 95 1
39 198 2
162 95 3
36 176 4
133 148 5
108 102 6
161 192 7
108 124 8
98 27 9
67 19 10
36 161 1
200 75 2
33 7 3
177 91 4
74 155 5
14 166 6
63 194 7
35 91 8
126 59 9
141 46 10
78 190 1
21 100 2
12 198 3
98 167 4
132 150 5
15 20 6
40 29 7
55 118 8
194 100 9
134 131 10
185 175 1
152 136 2
69 25 3
83 149 4
125 188 5
104 73 6
10 110 7
63 10 8
133 154 9
167 120 10
175 100 1
196 169 2
141 98 3
14 188 4
28 150 5
76 182 6
155 190 7
86 163 8
5 141 9
27 130 10
57 78 1
30 167 2
57 91 3
116 118 4
149 190 5
110 90 6
59 30 7
93 114 8
34 135 9
25 60 10
116 17 1
6 46 2
152 194 3
148 173 4
177 29 5
119 91 6
6 185 7
71 195 8
81 122 9
188 176 10
74 150 1
69 42 2
17 75 3
93 87 4
44 184 5
143 97 6
179 52 7
23 157 8
151 65 9
126 77 10
71 119 1
182 157 2
18 11 3
189 7 4
2 145 5
39 173 6
104 135 7
56 110 8
26 65 9
94 159 10
19 164 1
72 192 2
171 198 3
157 180 4
152 148 5
37 7 6
83 34 7
114 182 8
179 28 9
41 138 10
187 166 1
41 58 2
109 10 3
70 106 4
179 132 5
99 195 6
47 44 7
63 178 8
82 161 9
136 91 10
61 158 1
162 198 2
148 199 3
152 27 4
83 81 5
118 157 6
43 4 7
16 115 8
10 103 9
5 70 10
61 166 1
59 19 2
21 1 3
152 60 4
33 162 5
49 79 6
84 91 7
90 100 8
56 75 9
187 48 10
159 198 1
184 170 2
140 38 3
45 64 4
172 131 5
158 30 6
37 128 7
126 141 8
35 130 9
187 31 10
61 81 1
68 137 2
137 181 3
2 152 4
76 31 5
18 29 6
94 169 7
197 51 8
146 80 9
177 113 10
187 132 1
45 63 2
148 157 3
105 64 4
56 46 5
105 132 6
133 151 7
179 139 8
175 195 9
189 26 10
49 92 1
105 142 2
37 113 3
37 99 4
114 56 5
25 159 6
14 51 7
109 32 8
87 152 9
98 171 10
14 159 1
152 167 2
117 159 3
144 183 4
48 138 5
21 60 6
145 186 7
68 170 8
82 10 9
176 122 10
126 49 1
45 18 2
71 142 3
53 12 4
84 25 5
23 181 6
81 48 7
34 65 8
37 145 9
141 128 10
69 162 1
38 151 2
96 13 3
79 187 4
189 151 5
108 173 6
2 138 7
78 130 8
146 79 9
43 181 10
108 20 1
96 187 2
6 1 3
69 156 4
110 129 5
99 30 6
178 32 7
8 36 8
113 66 9
88 198 10
154 167 1
74 187 2
85 94 3
53 181 4
6 122 5
86 132 6
82 13 7
12 27 8
108 19 9
123 80 10
10 132 1
148 30 2
5 66 3
177 46 4
161 99 5
41 174 6
185 88 7
155 32 8
112 77 9
39 188 10
195 169 1
151 186 2
35 131 3
32 199 4
49 108 5
59 103 6
168 136 7
104 106 8
175 138 9
134 200 10
185 139 1
124 180 2
110 60 3
81 40 4
137 129 5
47 103 6
68 120 7
117 30 8
90 149 9
29 120 10
140 196 1
132 195 2
191 98 3
11 130 4
57 187 5
108 4 6
59 81 7
106 154 8
143 9 9
200 99 10
29 192 1
39 29 2
36 25 3
144 38 4
87 176 5
87 56 6
135 199 7
163 130 8
123 79 9
18 145 10
116 141 1
3 176 2
2 194 3
72 86 4
72 70 5
26 107 6
112 49 7
179 57 8
45 75 9
140 9 10
104 153 1
93 103 2
87 135 3
23 89 4
63 177 5
82 79 6
77 102 7
39 135 8
195 42 9
34 148 10
68 192 1
88 154 2
63 79 3
141 42 4
39 75 5
72 194 6
74 183 7
94 21 8
189 102 9
22 152 10
133 48 1
125 172 2
3 20 3
186 13 4
21 33 5
46 136 6
39 167 7
188 157 8
49 150 9
144 82 10
48 192 1
15 83 2
58 91 3
90 139 4
3 138 5
135 128 6
67 11 7
52 194 8
177 148 9
182 190 10
34 25 1
66 173 2
90 124 3
78 195 4
28 107 5
5 4 6
56 161 7
104 138 8
140 114 9
45 189 10
39 61 1
88 66 2
5 182 3
35 13 4
58 120 5
72 79 6
168 160 7
51 176 8
33 178 9
79 131 10
5 196 1
50 1 2
110 184 3
39 1 4
87 149 5
184 149 6
121 118 7
159 154 8
118 60 9
141 148 10
68 190 1
45 128 2
53 1 3
123 102 4
58 111 5
59 198 6
110 164 7
69 190 8
82 75 9
16 17 10
193 190 1
146 166 2
105 175 3
184 137 4
166 167 5
75 100 6
146 101 7
162 181 8
78 107 9
25 122 10
170 100 1
43 39 2
68 166 3
125 73 4
110 124 5
23 156 6
114 173 7
34 12 8
108 101 9
177 158 10
77 56 1
80 175 2
121 154 3
68 66 4
179 160 5
140 75 6
15 165 7
158 70 8
112 157 9
77 10 10
68 182 1
142 101 2
49 145 3
73 153 4
160 159 5
85 150 6
57 158 7
79 75 8
96 155 9
179 36 10
75 124 1
146 100 2
26 31 3
188 103 4
82 24 5
36 150 6
12 187 7
105 174 8
10 169 9
68 133 10
155 120 1
131 193 2
28 198 3
81 168 4
185 75 5
172 89 6
145 180 7
194 148 8
78 106 9
15 13 10
82 149 1
147 127 2
77 59 3
88 151 4
177 162 5
24 21 6
110 195 7
103 92 8
94 149 9
61 132 10
3 190 1
43 48 2
79 169 3
41 86 4
17 137 5
32 20 6
83 129 7
71 183 8
114 75 9
83 187 10
177 193 1
69 200 2
23 67 3
53 189 4
126 73 5
191 119 6
9 118 7
135 154 8
68 152 9
12 99 10
99 128 1
179 19 2
58 157 3
29 127 4
126 52 5
52 166 6
83 143 7
146 82 8
157 54 9
50 182 10
55 81 1
85 45 2
144 176 3
12 136 4
15 156 5
7 186 6
14 19 7
51 95 8
116 69 9
197 174 10
184 136 1
123 59 2
134 170 3
1 105 4
200 48 5
94 54 6
37 77 7
19 98 8
83 19 9
104 29 10
18 180 1
37 173 2
176 100 3
170 128 4
98 107 5
141 38 6
37 82 7
62 131 8
41 160 9
140 91 10
87 177 1
6 147 2
67 189 3
43 159 4
22 57 5
19 114 6
47 100 7
150 60 8
108 31 9
179 155 10
78 169 1
189 188 2
62 88 3
1 28 4
48 173 5
25 175 6
55 105 7
3 185 8
112 69 9
102 184 10
57 117 1
194 182 2
6 162 3
18 120 4
196 29 5
77 119 6
97 192 7
93 182 8
41 33 9
155 101 10
11 182 1
155 175 2
149 95 3
160 173 4
1 200 5
155 156 6
59 73 7
6 33 8
104 65 9
47 89 10
46 147 1
78 111 2
140 119 3
67 7 4
112 67 5
90 157 6
141 124 7
179 95 8
105 91 9
160 154 10
78 26 1
114 138 2
75 132 3
14 136 4
1 154 5
141 111 6
94 8 7
84 64 8
69 169 9
88 175 10
106 199 1
24 87 2
152 183 3
84 161 4
168 26 5
107 130 6
71 133 7
78 32 8
83 200 9
137 54 10
10 136 1
142 111 2
72 200 3
83 150 4
141 78 5
1 100 6
32 159 7
184 26 8
50 195 9
2 160 10
183 190 1
35 167 2
119 128 3
93 48 4
15 142 5
46 176 6
164 48 7
3 28 8
1 11 9
61 2 10
70 156 1
104 2 2
2 166 3
21 154 4
128 13 5
140 56 6
15 158 7
163 160 8
10 172 9
71 35 10
144 30 1
144 195 2
50 122 3
135 127 4
17 156 5
194 70 6
175 137 7
45 34 8
35 194 9
166 101 10
46 128 1
3 134 2
140 124 3
74 93 4
2 187 5
127 139 6
84 132 7
11 196 8
21 46 9
6 60 10
40 7 1
143 122 2
163 166 3
116 169 4
88 153 5
175 11 6
93 137 7
55 17 8
82 114 9
134 133 10
24 28 1
196 124 2
83 49 3
22 58 4
11 31 5
123 147 6
75 119 7
183 129 8
61 194 9
188 160 10
117 26 1
110 183 2
116 78 3
196 127 4
121 162 5
9 149 6
34 32 7
15 18 8
144 19 9
1 73 10
18 181 1
187 180 2
86 119 3
146 179 4
16 58 5
142 130 6
185 66 7
40 159 8
9 164 9
121 77 10
80 11 1
87 40 2
169 95 3
122 130 4
8 171 5
143 193 6
85 135 7
63 163 8
63 89 9
109 193 10
10 180 1
155 54 2
5 98 3
90 142 4
81 192 5
176 29 6
5 190 7
58 154 8
146 51 9
155 77 10
61 31 1
15 143 2
184 138 3
176 101 4
98 111 5
87 147 6
123 95 7
25 111 8
93 156 9
1 86 10
119 95 1
112 78 2
68 188 3
134 162 4
43 57 5
93 9 6
33 153 7
161 64 8
69 36 9
57 154 10
10 192 1
188 159 2
63 16 3
103 101 4
146 177 5
109 137 6
143 48 7
177 9 8
34 158 9
77 65 10
97 127 1
72 100 2
2 80 3
99 167 4
121 112 5
126 9 6
185 199 7
71 33 8
93 47 9
69 32 10
66 159 1
118 165 2
14 123 3
30 64 4
146 116 5
185 115 6
145 164 7
187 181 8
61 173 9
45 140 10
6 193 1
3 109 2
197 83 3
37 13 4
39 184 5
85 137 6
114 60 7
57 46 8
70 199 9
170 138 10
152 89 1
192 139 2
125 195 3
46 149 4
47 120 5
104 192 6
9 48 7
147 199 8
40 174 9
188 20 10
85 87 1
64 20 4
53 62 3
152 91 4
62 65 5
40 9 6
56 40 7
49 66 8
147 198 9
168 60 10
43 30 1
3 81 2
7 46 3
159 107 4
16 117 5
81 165 6
51 12 7
132 193 8
85 43 9
75 111 10
140 157 1
34 185 2
144 44 3
196 92 4
108 89 5
59 42 6
32 9 7
56 163 8
2 98 9
74 199 10
49 101 1
89 25 2
143 46 3
2 79 4
134 53 5
67 184 6
141 97 7
126 65 8
21 2 9
93 145 10
41 181 1
179 107 2
196 20 3
3 197 4
59 58 5
77 118 6
79 30 7
171 91 8
126 131 9
81 65 10
152 36 1
102 29 2
133 177 3
41 17 4
34 171 5
56 92 6
43 37 7
71 12 8
62 132 9
140 199 10
40 130 1
94 55 2
103 130 3
144 74 4
3 110 5
189 139 6
43 139 7
172 31 8
186 130 9
137 192 10
140 66 1
54 190 2
37 36 3
83 30 4
9 151 5
144 91 6
70 169 7
108 180 8
87 26 9
22 140 10
15 57 1
177 111 2
75 198 3
109 24 4
50 154 5
126 140 6
69 120 7
98 115 8
22 77 9
162 118 10
106 90 1
56 28 2
116 55 3
125 163 4
45 94 5
191 166 6
101 183 7
142 196 8
143 57 9
192 95 10
141 10 1
194 113 2
55 106 3
31 111 4
46 142 5
102 54 6
47 139 7
73 101 8
69 148 9
70 182 10
52 10 1
68 136 2
152 98 3
158 198 4
96 152 5
5 197 6
79 25 7
41 184 8
77 192 9
7 174 10
77 158 1
61 108 2
104 81 3
17 48 4
47 42 5
34 163 6
23 139 7
44 70 8
39 50 9
43 58 10
123 105 1
185 26 2
43 26 3
24 33 4
177 67 5
6 52 6
104 160 7
21 147 8
11 181 9
175 148 10
121 149 1
134 135 2
158 127 3
164 29 4
186 107 5
60 29 6
47 114 7
34 4 8
161 196 9
132 129 10
46 4 1
177 150 2
49 166 3
146 132 4
191 12 5
83 26 6
112 159 7
81 84 8
84 7 9
2 117 10
197 200 1
23 79 2
47 172 3
172 139 4
109 183 5
143 129 6
32 160 7
195 31 8
34 165 9
191 66 10
116 150 1
146 151 2
68 184 3
188 90 4
34 63 5
117 13 6
197 184 7
135 166 8
113 151 9
53 136 10
2 76 1
94 144 2
96 11 3
83 77 4
8 17 5
47 62 6
74 164 7
83 189 8
178 28 9
39 110 10
49 178 1
8 54 2
69 19 3
15 169 4
35 193 5
14 147 6
21 88 7
33 76 8
109 185 9
16 19 10
145 168 1
26 91 2
46 20 3
47 90 4
14 42 5
81 70 6
177 102 7
5 120 8
10 153 9
71 28 10
194 138 1
194 76 2
171 160 3
197 145 4
89 56 5
109 105 6
69 117 7
82 113 8
15 115 9
125 94 10
105 147 1
155 98 2
94 115 3
19 156 4
40 48 5
121 122 6
112 35 7
55 111 8
111 95 9
32 95 10
2 124 1
179 4 2
109 81 3
70 153 4
123 166 5
185 11 6
80 166 7
42 120 8
32 127 9
121 80 10
177 11 1
45 77 2
109 33 3
14 134 4
105 186 5
77 106 6
93 109 7
169 183 8
51 102 9
134 41 10
96 151 1
62 128 2
166 60 3
166 100 4
102 129 5
39 34 6
191 102 7
83 50 8
83 84 9
68 178 10
45 105 1
85 47 2
197 2 3
40 199 4
45 151 5
124 13 6
59 32 7
113 157 8
8 194 9
158 106 10
37 54 1
107 27 2
176 156 3
58 164 4
27 20 5
2 31 6
61 136 7
63 188 8
105 127 9
153 65 10
200 26 1
105 163 2
141 54 3
88 142 4
98 154 5
10 162 6
24 57 7
155 12 8
144 8 9
159 176 10
71 63 1
174 192 2
62 4 3
3 103 4
74 165 5
34 57 6
121 127 7
104 95 8
8 60 9
16 67 10
47 111 1
97 86 2
23 70 3
177 25 4
141 82 5
50 115 6
149 128 7
98 187 8
33 138 9
114 40 10
132 181 1
79 28 2
179 169 3
47 99 4
195 100 5
115 92 6
71 93 7
41 69 8
185 178 9
115 151 10
109 139 1
23 169 2
185 107 3
72 153 4
191 160 5
175 30 6
184 164 7
34 79 8
53 42 9
42 54 10
112 168 1
39 27 2
161 163 3
96 153 4
102 139 5
85 193 6
82 119 7
104 66 8
34 152 9
151 64 10
166 186 1
14 140 2
174 153 3
53 37 4
59 113 5
88 70 6
30 138 7
52 26 8
39 105 9
38 159 10
174 128 1
70 151 2
17 157 3
59 110 4
194 127 5
35 104 6
55 170 7
110 159 8
90 154 9
184 198 10
133 171 1
126 29 2
200 171 3
68 110 4
45 37 5
123 197 6
68 42 7
158 90 8
144 110 9
43 46 10
114 163 1
39 177 2
43 128 3
125 70 4
79 186 5
177 60 6
53 124 7
63 68 8
196 136 9
98 25 10
16 32 1
112 60 2
81 58 3
36 88 4
84 190 5
171 127 6
60 156 7
45 91 8
123 48 9
140 173 10
5 157 1
86 193 2
15 112 3
124 20 4
166 13 5
76 40 6
25 119 7
144 58 8
197 100 9
74 48 10
134 57 1
110 199 2
6 80 3
69 119 4
44 149 5
115 28 6
49 11 7
200 90 8
114 183 9
110 4 10
66 176 1
68 91 2
149 139 3
39 97 4
37 138 5
85 14 6
49 10 7
179 156 8
88 46 9
76 137 10
114 42 1
123 104 2
81 159 3
57 183 4
97 95 5
109 189 6
155 180 7
117 29 8
101 95 9
52 86 10
119 149 1
48 132 2
178 190 3
158 193 4
187 174 5
144 39 6
19 20 7
88 193 8
75 30 9
70 4 10
160 120 1
50 42 2
168 159 3
178 7 4
187 100 5
32 151 6
188 122 7
14 32 8
68 145 9
178 40 10
108 70 1
184 40 2
134 105 3
21 110 4
56 120 5
2 42 6
22 122 7
114 187 8
63 106 9
53 101 10
110 136 1
19 118 2
172 186 3
49 193 4
88 4 5
9 159 6
140 62 7
39 118 8
109 122 9
3 5 10
149 198 1
47 161 2
85 99 3
177 149 4
47 185 5
121 175 6
42 165 7
121 35 8
16 120 9
70 165 10
49 143 1
45 33 2
189 165 3
106 26 4
116 35 5
110 142 6
34 80 7
29 95 8
5 130 9
24 10 10
126 196 1
36 117 2
94 189 3
141 175 4
67 58 5
152 100 6
144 89 7
125 141 8
90 65 9
52 182 10
53 177 1
121 177 2
117 164 3
15 104 4
34 78 5
43 86 6
19 105 7
83 118 8
63 195 9
123 198 10
44 127 1
152 66 2
110 9 3
151 193 4
11 132 5
8 50 6
47 124 7
94 30 8
158 107 9
40 150 10
109 168 1
74 113 2
69 171 3
121 40 4
197 156 5
22 166 6
123 98 7
15 61 8
121 42 9
83 95 10
169 198 1
101 4 2
23 41 3
18 91 4
77 103 5
123 157 6
39 132 7
137 91 8
109 28 9
94 200 10
104 69 1
12 188 2
74 80 3
58 9 4
104 25 5
22 9 6
178 42 7
62 129 8
34 52 9
71 64 10
94 156 1
85 78 2
55 60 3
134 169 4
133 178 5
109 95 6
5 38 7
62 193 8
70 118 9
33 173 10
53 162 1
200 117 2
171 175 3
144 59 4
121 151 5
52 154 6
8 129 7
109 47 8
6 15 9
38 120 10
193 111 1
6 20 2
143 145 3
135 183 4
116 115 5
105 117 6
16 189 7
134 83 8
44 48 9
77 171 10
158 113 1
21 129 2
17 99 3
15 179 4
189 17 5
77 193 6
125 32 7
76 159 8
33 157 9
113 91 10
80 84 1
140 165 2
131 11 3
174 137 4
106 66 5
143 114 6
146 98 7
19 86 8
79 66 9
143 110 10
108 145 1
22 181 2
80 89 3
94 129 4
174 30 5
47 65 6
155 195 7
135 21 8
5 100 9
35 158 10
163 137 1
15 145 2
43 95 3
108 69 4
63 72 5
71 120 6
80 66 7
34 159 8
61 198 9
114 160 10
126 36 1
93 65 2
185 10 3
59 36 4
121 93 5
152 130 6
141 129 7
33 28 8
63 115 9
110 132 10
87 91 1
134 174 2
125 142 3
85 183 4
72 90 5
104 176 6
70 162 7
24 108 8
94 4 9
105 182 10
33 115 1
2 129 2
96 158 3
194 118 4
86 30 5
43 168 6
10 2 7
115 118 8
11 120 9
22 195 10
51 187 1
71 53 2
163 122 3
83 7 4
77 64 5
161 9 6
162 42 7
1 76 8
111 139 9
146 73 10
19 148 11
72 54 2
126 128 3
25 199 4
161 151 5
108 64 6
122 101 7
50 84 8
97 150 9
35 159 10
19 172 1
80 13 2
14 37 3
50 135 4
35 195 5
184 171 6
26 73 7
146 108 8
133 84 9
6 99 10
56 113 1
72 105 2
123 7 3
8 117 4
129 91 5
43 36 6
97 188 7
81 120 8
34 40 9
98 30 10
110 58 1
97 128 2
78 149 3
23 16 4
176 148 5
78 160 6
189 84 7
44 54 8
51 169 9
4 198 10
112 138 1
84 20 2
39 139 3
71 1 4
132 192 5
80 42 6
110 103 7
96 108 8
163 124 9
117 124 10
34 133 1
188 193 2
32 120 3
2 136 4
42 111 5
93 173 6
179 176 7
5 46 8
80 190 9
58 160 10
126 138 1
14 73 2
18 67 3
121 105 4
102 13 5
9 137 6
85 196 7
23 27 8
152 103 9
32 31 10
30 181 1
171 199 2
76 199 3
18 170 4
146 11 5
47 30 6
8 47 7
160 180 8
96 112 9
199 139 10
10 193 1
80 162 2
160 190 3
117 181 4
112 193 5
74 174 6
32 54 7
171 167 8
83 80 9
41 48 10
134 75 1
161 13 2
31 107 3
168 95 4
121 95 5
195 120 6
113 26 7
42 30 8
39 79 9
15 70 10
15 113 1
126 160 2
184 101 3
125 7 4
44 198 5
170 167 6
32 196 7
191 26 8
138 139 9
5 200 10
152 76 1
63 27 2
47 128 3
123 181 4
7 130 5
49 99 6
3 125 7
177 175 8
12 67 9
112 17 10
135 91 1
55 152 2
88 138 3
17 20 4
161 175 5
125 128 6
104 30 7
99 193 8
141 9 9
144 143 10
78 65 1
117 153 2
49 86 3
71 69 4
113 196 5
45 51 6
86 173 7
47 159 8
116 131 9
86 29 10
18 114 1
184 178 2
197 178 3
133 172 4
2 189 5
144 80 6
98 148 7
78 124 8
144 189 9
29 130 10
195 147 1
116 178 2
124 65 3
128 64 4
12 55 5
87 122 6
52 162 7
140 180 8
166 54 9
143 60 10
49 186 1
5 49 2
58 129 3
83 140 4
98 131 5
112 82 6
66 91 7
177 173 8
80 182 9
74 21 10
166 124 1
94 185 2
155 81 3
35 98 4
179 74 5
93 38 6
35 59 7
160 167 8
139 91 9
35 2 10
78 151 1
155 183 2
105 195 3
112 185 4
43 115 5
155 9 6
94 117 7
18 54 8
1 186 9
78 120 10
70 119 1
108 73 2
88 139 3
144 88 4
185 186 5
154 139 6
35 95 7
45 81 8
35 40 9
155 197 10
69 67 1
176 128 2
171 153 3
166 99 4
112 105 5
144 123 6
75 31 7
116 102 8
6 137 9
60 64 10
187 64 1
164 30 2
85 27 3
77 157 4
69 103 5
187 149 6
45 103 7
60 31 8
151 181 9
45 192 10
10 56 1
125 31 2
85 67 3
185 89 4
185 150 5
104 131 6
83 60 7
77 81 8
1 31 9
40 101 10
10 12 1
146 134 2
94 161 3
51 33 4
113 58 5
57 194 6
152 164 7
40 13 8
197 139 9
86 148 10
46 156 1
96 171 2
5 10 3
49 122 4
59 120 5
174 166 6
128 136 7
194 66 8
121 2 9
140 169 10
103 75 1
27 139 2
146 152 3
134 197 4
8 154 5
19 119 6
69 73 7
59 147 8
47 198 9
49 24 10
200 137 1
86 122 2
134 147 3
53 149 4
145 89 5
119 157 6
175 27 7
51 180 8
39 44 9
14 150 10
29 13 1
170 101 2
180 91 3
113 186 4
189 190 5
87 57 6
161 107 7
152 25 8
3 2 9
182 127 10
3 172 1
87 151 2
152 111 3
175 101 4
188 31 5
172 196 6
185 103 7
84 9 8
6 86 9
84 11 10
18 92 1
45 188 2
100 181 3
134 155 4
116 200 5
176 198 6
87 33 7
38 154 8
171 124 9
85 28 10
19 65 1
104 127 2
2 7 3
109 48 4
82 195 5
5 149 6
123 169 7
22 33 8
119 176 9
126 121 10
6 192 1
44 88 2
197 88 3
35 12 4
38 153 5
152 174 6
33 195 7
200 190 8
77 76 9
23 21 10
9 142 1
22 112 2
68 44 3
6 47 4
94 72 5
45 19 6
45 170 7
115 159 8
35 72 9
103 192 10
7 38 1
109 31 2
92 128 3
22 133 4
46 101 5
155 118 6
59 114 7
185 110 8
53 40 9
40 198 10
42 100 1
71 103 2
148 4 3
1 101 4
82 183 5
155 68 6
144 171 7
93 151 8
172 106 9
41 24 10
106 192 1
176 30 2
1 193 3
43 49 4
44 90 5
73 92 6
39 35 7
132 120 8
50 57 9
162 149 10
162 186 1
114 157 2
1 4 3
74 186 4
74 111 5
82 157 6
85 19 7
128 54 8
113 136 9
143 192 10
168 139 1
197 170 2
6 30 3
197 97 4
178 119 5
68 12 6
131 151 7
75 156 8
93 31 9
102 122 10
161 106 1
39 117 2
134 24 3
174 165 4
106 103 5
41 176 6
174 4 7
191 44 8
97 40 9
159 31 10
121 98 1
15 194 2
197 86 3
140 111 4
59 161 5
19 190 6
10 29 7
140 58 8
123 27 9
86 120 10
19 117 5
63 171 2
33 31 3
188 46 4
178 113 5
61 4 6
35 33 7
68 187 8
185 162 9
140 142 10
110 200 1
112 172 2
185 87 3
116 73 4
194 17 5
15 154 6
82 129 7
72 139 8
72 156 9
